 Seconds	 Resist. (Ohm)
    459 	10028.0734 
    461 	10028.099 
    463 	10028.1454 
    465 	10028.1706 
    467 	10028.219 
    469 	10028.2419 
    471 	10028.2769 
    473 	10028.3097 
    476 	10028.345 
    478 	10028.3797 
    480 	10028.3988 
    482 	10028.4394 
    484 	10028.4718 
    486 	10028.4939 
    488 	10028.5307 
    490 	10028.561 
    493 	10028.5836 
    495 	10028.6209 
    497 	10028.6586 
    499 	10028.6913 
    501 	10028.7186 
    503 	10028.7489 
    505 	10028.7843 
    507 	10028.8169 
    510 	10028.8501 
    512 	10028.8722 
    514 	10028.9072 
    516 	10028.9442 
    518 	10028.9688 
    520 	10028.9974 
    522 	10029.0355 
    524 	10029.0616 
    527 	10029.0901 
    529 	10029.1193 
    531 	10029.1492 
    533 	10029.1896 
    535 	10029.2117 
    537 	10029.229 
    539 	10029.2805 
    541 	10029.3083 
    544 	10029.3352 
    546 	10029.3608 
    548 	10029.3989 
    550 	10029.4253 
    552 	10029.4532 
    554 	10029.4816 
    556 	10029.5157 
    558 	10029.5251 
    561 	10029.5554 
    563 	10029.5939 
    565 	10029.6209 
    567 	10029.6556 
    569 	10029.6801 
    571 	10029.7179 
    573 	10029.7461 
    575 	10029.7723 
    578 	10029.7947 
    580 	10029.8215 
    582 	10029.8498 
    584 	10029.8757 
    586 	10029.9114 
    588 	10029.927 
    590 	10029.9591 
    592 	10029.9818 
    595 	10030.0099 
    597 	10030.0364 
    599 	10030.0733 
    601 	10030.0992 
    603 	10030.1133 
    605 	10030.1373 
    607 	10030.1711 
    609 	10030.199 
    612 	10030.2311 
    614 	10030.2473 
    616 	10030.2796 
    618 	10030.2946 
    620 	10030.3293 
    622 	10030.3673 
    624 	10030.3743 
    626 	10030.3942 
    629 	10030.4403 
    631 	10030.4503 
    633 	10030.4749 
    635 	10030.5033 
    637 	10030.5287 
    639 	10030.5532 
    641 	10030.5745 
    643 	10030.5991 
    646 	10030.6237 
    648 	10030.6469 
    650 	10030.6707 
    652 	10030.7029 
    654 	10030.729 
    656 	10030.7479 
    658 	10030.7752 
    660 	10030.7968 
    663 	10030.8161 
    665 	10030.8465 
    667 	10030.8778 
    669 	10030.886 
    671 	10030.9163 
    673 	10030.9397 
    675 	10030.9628 
    677 	10030.9861 
    680 	10031.0138 
    682 	10031.0322 
    684 	10031.0635 
    686 	10031.0872 
    688 	10031.112 
    690 	10031.1341 
    692 	10031.1481 
    694 	10031.1716 
    697 	10031.2022 
    699 	10031.2244 
    701 	10031.2345 
    703 	10031.2642 
    705 	10031.3004 
    707 	10031.3113 
    709 	10031.3166 
    711 	10031.3435 
    714 	10031.3657 
    716 	10031.394 
    718 	10031.4046 
    720 	10031.428 
    722 	10031.4479 
    724 	10031.472 
    726 	10031.487 
    728 	10031.5167 
    731 	10031.5278 
    733 	10031.5558 
    735 	10031.5744 
    737 	10031.596 
    739 	10031.6267 
    741 	10031.6458 
    743 	10031.6474 
    745 	10031.6705 
    748 	10031.6952 
    750 	10031.7286 
    752 	10031.728 
    754 	10031.7491 
    756 	10031.7911 
    758 	10031.8054 
    760 	10031.8117 
    762 	10031.8375 
    765 	10031.8544 
    767 	10031.8731 
    769 	10031.8906 
    771 	10031.9065 
    773 	10031.9354 
    775 	10031.9539 
    777 	10031.962 
    780 	10031.9889 
    782 	10032.0089 
    784 	10032.026 
    786 	10032.0468 
    788 	10032.0507 
    790 	10032.0687 
    792 	10032.0915 
    794 	10032.116 
    797 	10032.1227 
    799 	10032.1423 
    801 	10032.1644 
    803 	10032.1786 
    805 	10032.1906 
    807 	10032.2046 
    809 	10032.226 
    811 	10032.2385 
    813 	10032.2773 
    816 	10032.2823 
    818 	10032.3011 
    820 	10032.3128 
    822 	10032.3335 
    824 	10032.3539 
    826 	10032.3638 
    828 	10032.3753 
    831 	10032.3963 
    833 	10032.4199 
    835 	10032.4281 
    837 	10032.4441 
    839 	10032.4603 
    841 	10032.4937 
    843 	10032.5006 
    845 	10032.5048 
    847 	10032.5239 
    850 	10032.5326 
    852 	10032.5554 
    854 	10032.5812 
    856 	10032.6038 
    858 	10032.5966 
    860 	10032.625 
    862 	10032.642 
    865 	10032.6504 
    867 	10032.666 
    869 	10032.6838 
    871 	10032.6966 
    873 	10032.7032 
    875 	10032.7373 
    877 	10032.7534 
    879 	10032.7501 
    882 	10032.7684 
    884 	10032.7783 
    886 	10032.7917 
    888 	10032.8274 
    890 	10032.8278 
    892 	10032.8306 
    894 	10032.8478 
    896 	10032.8758 
    899 	10032.8728 
    901 	10032.8951 
    903 	10032.9033 
    905 	10032.9123 
    907 	10032.9279 
    909 	10032.9516 
    911 	10032.954 
    913 	10032.9618 
    916 	10032.9801 
    918 	 10032.98 
    920 	10033.0024 
    922 	10033.0212 
    924 	10033.0171 
    926 	10033.0418 
    928 	10033.052 
    930 	10033.082 
    932 	10033.0833 
    935 	10033.0807 
    937 	10033.0988 
    939 	10033.1182 
    941 	10033.1198 
    943 	10033.1479 
    945 	10033.1535 
    947 	10033.1609 
    950 	10033.1762 
    952 	10033.1865 
    954 	10033.2006 
    956 	10033.2088 
    958 	10033.2208 
    960 	10033.2213 
    962 	10033.2376 
    964 	10033.2508 
    967 	10033.2673 
    969 	10033.2701 
    971 	10033.2891 
    973 	10033.2895 
    975 	10033.3018 
    977 	10033.3146 
    979 	10033.3273 
    981 	10033.3271 
    984 	10033.3402 
    986 	10033.3531 
    988 	10033.3539 
    990 	10033.3857 
    992 	10033.3787 
    994 	10033.3943 
    996 	10033.396 
    998 	10033.4132 
   1001 	10033.4195 
   1003 	10033.4369 
   1005 	10033.4366 
   1007 	10033.4561 
   1009 	10033.4697 
   1011 	10033.4645 
   1013 	10033.4726 
   1015 	10033.4795 
   1018 	10033.5018 
   1020 	10033.515 
   1022 	10033.5197 
   1024 	10033.5258 
   1026 	10033.5218 
   1028 	10033.551 
   1030 	10033.5495 
   1032 	10033.5445 
   1035 	10033.5688 
   1037 	10033.5626 
   1039 	10033.577 
   1041 	10033.599 
   1043 	10033.6014 
   1045 	10033.6121 
   1047 	10033.6273 
   1049 	10033.6253 
   1052 	10033.6307 
   1054 	10033.6285 
   1056 	10033.6534 
   1058 	10033.6653 
   1060 	10033.6625 
   1062 	10033.6643 
   1064 	10033.6773 
   1066 	10033.6901 
   1069 	10033.6941 
   1071 	10033.6946 
   1073 	 10033.71 
   1075 	10033.7302 
   1077 	10033.7326 
   1079 	10033.7316 
   1081 	10033.7395 
   1084 	10033.7579 
   1086 	10033.7572 
   1088 	10033.7663 
   1090 	10033.7689 
   1092 	10033.7751 
   1094 	10033.767 
   1096 	10033.7829 
   1098 	10033.7864 
   1100 	10033.8024 
   1103 	10033.8103 
   1105 	10033.8007 
   1107 	10033.812 
   1109 	10033.8261 
   1111 	10033.8306 
   1113 	10033.8457 
   1115 	10033.8507 
   1117 	10033.842 
   1120 	10033.8582 
   1122 	10033.8661 
   1124 	10033.8593 
   1126 	10033.8901 
   1128 	10033.8921 
   1130 	10033.8879 
   1132 	10033.8847 
   1134 	10033.8856 
   1137 	10033.9106 
   1139 	10033.9182 
   1141 	10033.9219 
   1143 	10033.9124 
   1145 	10033.9308 
   1147 	10033.9396 
   1149 	10033.9371 
   1151 	10033.9381 
   1154 	10033.9405 
   1156 	10033.9643 
   1158 	10033.9588 
   1160 	10033.956 
   1162 	10033.9577 
   1164 	10033.9519 
   1166 	10033.9602 
   1168 	10033.9974 
   1171 	10033.9818 
   1173 	10033.9861 
   1175 	10033.9887 
   1177 	10033.9897 
   1179 	10033.9993 
   1181 	10034.0222 
   1183 	10034.0177 
   1185 	10034.0085 
   1188 	10034.0198 
   1190 	10034.0235 
   1192 	10034.0309 
   1194 	10034.0254 
   1196 	10034.0248 
   1198 	10034.0509 
   1200 	10034.0455 
   1202 	10034.028 
   1205 	10034.0547 
   1207 	10034.0529 
   1209 	10034.0503 
   1211 	10034.0463 
   1213 	10034.053 
   1215 	10034.0699 
   1217 	10034.0701 
   1220 	10034.0878 
   1222 	10034.0752 
   1224 	10034.0725 
   1226 	10034.0881 
   1228 	10034.1017 
   1230 	10034.0891 
   1232 	10034.0963 
   1234 	10034.0922 
   1236 	10034.0898 
   1239 	10034.0944 
   1241 	10034.0901 
   1243 	10034.0924 
   1245 	10034.1054 
   1247 	10034.1234 
   1249 	10034.1009 
   1251 	10034.1219 
   1254 	10034.1182 
   1256 	10034.1265 
   1258 	10034.1187 
   1260 	10034.131 
   1262 	10034.1261 
   1264 	10034.1311 
   1266 	10034.1383 
   1268 	10034.1301 
   1271 	10034.1258 
   1273 	10034.1356 
   1275 	10034.1361 
   1277 	10034.1353 
   1279 	10034.1554 
   1281 	 10034.15 
   1283 	10034.1296 
   1285 	10034.1323 
   1287 	10034.1568 
   1290 	10034.1499 
   1292 	10034.1545 
   1294 	10034.1459 
   1296 	10034.1397 
   1298 	10034.152 
   1300 	10034.1656 
   1302 	10034.1514 
   1305 	10034.1491 
   1307 	10034.1579 
   1309 	10034.1532 
   1311 	10034.1549 
   1313 	10034.1549 
   1315 	10034.1552 
   1317 	10034.1605 
   1319 	10034.1625 
   1322 	10034.1641 
   1324 	10034.1565 
   1326 	10034.1496 
   1328 	10034.1638 
   1330 	10034.1731 
   1332 	10034.173 
   1334 	10034.1598 
   1336 	10034.1587 
   1338 	10034.1759 
   1341 	10034.1602 
   1343 	 10034.18 
   1345 	10034.1729 
   1347 	10034.1652 
   1349 	10034.1645 
   1351 	10034.155 
   1353 	10034.1648 
   1356 	10034.1683 
   1358 	10034.1654 
   1360 	10034.1657 
   1362 	10034.1672 
   1364 	10034.1732 
   1366 	10034.1727 
   1368 	10034.1785 
   1370 	10034.1774 
   1373 	10034.1583 
   1375 	10034.1694 
   1377 	10034.1779 
   1379 	10034.1761 
   1381 	10034.181 
   1383 	10034.1791 
   1385 	10034.1575 
   1387 	10034.1639 
   1389 	10034.1758 
   1392 	10034.1714 
   1394 	10034.1577 
   1396 	10034.1658 
   1398 	10034.173 
   1400 	10034.1705 
   1402 	10034.1766 
   1404 	10034.1619 
   1407 	10034.1716 
   1409 	10034.1635 
   1411 	10034.1573 
   1413 	10034.153 
   1415 	10034.1677 
   1417 	10034.1637 
   1419 	10034.1508 
   1421 	10034.1592 
   1424 	 10034.15 
   1426 	10034.1491 
   1428 	10034.1789 
   1430 	10034.1586 
   1432 	10034.1424 
   1434 	10034.1485 
   1436 	10034.1376 
   1438 	10034.1488 
   1440 	10034.1634 
   1443 	10034.1441 
   1445 	10034.1306 
   1447 	10034.1498 
   1449 	10034.1484 
   1451 	10034.1518 
   1453 	10034.1413 
   1455 	10034.1357 
   1458 	10034.1376 
   1460 	10034.1292 
   1462 	10034.1073 
   1464 	10034.1321 
   1466 	10034.1259 
   1468 	10034.1241 
   1470 	10034.1271 
   1472 	10034.1187 
   1475 	10034.1086 
   1477 	10034.1093 
   1479 	10034.119 
   1481 	10034.1125 
   1483 	10034.0948 
   1485 	10034.106 
   1487 	10034.0983 
   1489 	10034.0948 
   1492 	10034.0936 
   1494 	10034.0962 
   1496 	10034.095 
   1498 	10034.0871 
   1500 	10034.0988 
   1502 	10034.0896 
   1504 	10034.0772 
   1506 	10034.075 
   1509 	10034.083 
   1511 	10034.0747 
   1513 	10034.0761 
   1515 	10034.0659 
   1517 	10034.0531 
   1519 	10034.0633 
   1521 	10034.0651 
   1523 	10034.0564 
   1526 	10034.0489 
   1528 	10034.0446 
   1530 	10034.0427 
   1532 	10034.0482 
   1534 	10034.0615 
   1536 	 10034.05 
   1538 	10034.0355 
   1540 	10034.0398 
   1543 	10034.0351 
   1545 	10034.0203 
   1547 	10034.015 
   1549 	10034.0092 
   1551 	10034.021 
   1553 	10034.0218 
   1555 	10034.0185 
   1557 	10033.9974 
   1560 	10034.0035 
   1562 	10034.0067 
   1564 	10033.9956 
   1566 	10033.9871 
   1568 	10033.9723 
   1570 	10033.9878 
   1572 	10033.9927 
   1574 	10033.9843 
   1577 	10033.9737 
   1579 	10033.9714 
   1581 	10033.9637 
   1583 	10033.9613 
   1585 	10033.9684 
   1587 	10033.9632 
   1589 	10033.9557 
   1591 	10033.9502 
   1594 	10033.9353 
   1596 	10033.9314 
   1598 	10033.932 
   1600 	10033.9201 
   1602 	10033.9221 
   1604 	10033.9216 
   1606 	10033.9267 
   1608 	10033.9132 
   1611 	10033.9128 
   1613 	10033.9066 
   1615 	10033.8992 
   1617 	10033.8964 
   1619 	10033.9005 
   1621 	10033.8967 
   1623 	10033.879 
   1626 	10033.8818 
   1628 	10033.8757 
   1630 	10033.8647 
   1632 	10033.8609 
   1634 	10033.8587 
   1636 	10033.8574 
   1638 	10033.8578 
   1640 	10033.8521 
   1642 	10033.8433 
   1645 	10033.8434 
   1647 	10033.8366 
   1649 	10033.8262 
   1651 	10033.8292 
   1653 	10033.8287 
   1655 	10033.8217 
   1657 	10033.8065 
   1660 	10033.8153 
   1662 	10033.8175 
   1664 	10033.8025 
   1666 	10033.7874 
   1668 	10033.7901 
   1670 	10033.7891 
   1672 	10033.7868 
   1674 	10033.7748 
   1676 	10033.7693 
   1679 	10033.7632 
   1681 	10033.7587 
   1683 	10033.763 
   1685 	10033.7565 
   1687 	10033.7499 
   1689 	10033.7383 
   1691 	10033.7376 
   1694 	10033.727 
   1696 	10033.7202 
   1698 	10033.7036 
   1700 	10033.7077 
   1702 	10033.7088 
   1704 	10033.6959 
   1706 	10033.6948 
   1708 	10033.6973 
   1711 	10033.6835 
   1713 	10033.683 
   1715 	10033.6721 
   1717 	10033.6765 
   1719 	10033.6698 
   1721 	10033.6616 
   1723 	10033.6589 
   1725 	10033.6541 
   1727 	10033.6553 
   1730 	10033.6466 
   1732 	10033.6356 
   1734 	10033.6325 
   1736 	10033.6337 
   1738 	10033.6229 
   1740 	10033.6104 
   1742 	10033.6109 
   1745 	10033.6039 
   1747 	10033.5981 
   1749 	10033.5842 
   1751 	10033.5875 
   1753 	10033.5851 
   1755 	10033.5706 
   1757 	10033.5602 
   1759 	10033.5666 
   1762 	10033.5585 
   1764 	10033.5509 
   1766 	10033.5463 
   1768 	10033.543 
   1770 	10033.5402 
   1772 	10033.5268 
   1774 	10033.5233 
   1776 	10033.5097 
   1778 	10033.5097 
   1781 	10033.4987 
   1783 	10033.4988 
   1785 	10033.491 
   1787 	10033.4861 
   1789 	10033.4783 
   1791 	10033.468 
   1793 	10033.4621 
   1796 	10033.4625 
   1798 	10033.4547 
   1800 	10033.449 
   1802 	10033.435 
   1804 	10033.4322 
   1806 	10033.4172 
   1808 	10033.423 
   1810 	10033.4192 
   1813 	10033.414 
   1815 	10033.4108 
   1817 	10033.3988 
   1819 	10033.3849 
   1821 	10033.3852 
   1823 	10033.3869 
   1825 	10033.3792 
   1827 	10033.3666 
   1830 	10033.3622 
   1832 	10033.3487 
   1834 	10033.3466 
   1836 	10033.3416 
   1838 	10033.3321 
   1840 	10033.3286 
   1842 	10033.317 
   1844 	10033.3087 
   1847 	10033.2986 
   1849 	10033.299 
   1851 	10033.2844 
   1853 	10033.2732 
   1855 	10033.2754 
   1857 	10033.2667 
   1859 	10033.2651 
   1861 	10033.2532 
   1864 	10033.2499 
   1866 	10033.2383 
   1868 	10033.2313 
   1870 	10033.2294 
   1872 	10033.2248 
   1874 	10033.2137 
   1876 	10033.2077 
   1878 	10033.2044 
   1881 	10033.195 
   1883 	10033.1926 
   1885 	10033.186 
   1887 	10033.174 
   1889 	10033.1723 
   1891 	10033.1638 
   1893 	10033.1578 
   1895 	10033.1482 
   1898 	10033.1386 
   1900 	10033.131 
   1902 	10033.1323 
   1904 	10033.1227 
   1906 	10033.1082 
   1908 	10033.1191 
   1910 	10033.1006 
   1912 	10033.0975 
   1915 	10033.0867 
   1917 	10033.0748 
   1919 	10033.0752 
   1921 	10033.0598 
   1923 	10033.0606 
   1925 	10033.047 
   1927 	10033.0463 
   1929 	10033.0345 
   1932 	10033.0251 
   1934 	10033.0185 
   1936 	10033.0115 
   1938 	10033.0079 
   1940 	10032.9888 
   1942 	10032.9886 
   1944 	10032.9961 
   1946 	10032.9727 
   1949 	10032.9664 
   1951 	10032.9692 
   1953 	10032.9628 
   1955 	10032.9469 
   1957 	10032.9316 
   1959 	10032.9333 
   1961 	10032.9183 
   1964 	10032.9318 
   1966 	10032.9128 
   1968 	10032.9014 
   1970 	10032.8949 
   1972 	10032.8995 
   1974 	10032.8821 
   1976 	10032.8728 
   1978 	10032.8752 
   1980 	10032.8633 
   1983 	10032.8604 
   1985 	10032.8583 
   1987 	10032.8458 
   1989 	10032.8312 
   1991 	10032.828 
   1993 	10032.8209 
   1995 	10032.8078 
   1997 	10032.8108 
   2000 	10032.7954 
   2002 	10032.7938 
   2004 	10032.7784 
   2006 	10032.7764 
   2008 	10032.7605 
   2010 	 10032.76 
   2012 	10032.7369 
   2014 	10032.7381 
   2017 	10032.7388 
   2019 	10032.7225 
   2021 	10032.7156 
   2023 	10032.7151 
   2025 	10032.699 
   2027 	10032.707 
   2029 	10032.692 
   2031 	10032.667 
   2034 	10032.6752 
   2036 	10032.6769 
   2038 	10032.6642 
   2040 	10032.6578 
   2042 	10032.6508 
   2044 	10032.6373 
   2046 	10032.623 
   2049 	10032.6313 
   2051 	10032.6201 
   2053 	10032.595 
   2055 	10032.595 
   2057 	10032.5931 
   2059 	10032.5731 
   2061 	10032.5628 
   2063 	10032.5679 
   2065 	10032.5463 
   2068 	10032.5457 
   2070 	10032.5428 
   2072 	10032.5353 
   2074 	10032.5242 
   2076 	10032.5192 
   2078 	10032.5027 
   2080 	10032.5008 
   2082 	10032.5044 
   2085 	10032.4813 
   2087 	10032.4601 
   2089 	10032.4679 
   2091 	10032.4468 
   2093 	 10032.46 
   2095 	10032.4376 
   2097 	10032.4355 
   2100 	10032.432 
   2102 	10032.4199 
   2104 	10032.4067 
   2106 	10032.4101 
   2108 	10032.393 
   2110 	10032.4027 
   2112 	10032.3784 
   2114 	10032.3674 
   2117 	10032.3673 
   2119 	10032.353 
   2121 	10032.3525 
   2123 	10032.3386 
   2125 	10032.3208 
   2127 	10032.3225 
   2129 	10032.3168 
   2131 	10032.3056 
   2133 	10032.2876 
   2136 	10032.288 
   2138 	10032.2718 
   2140 	10032.2589 
   2142 	10032.2653 
   2144 	10032.2589 
   2146 	10032.2355 
   2148 	10032.2415 
   2151 	10032.2208 
   2153 	10032.2179 
   2155 	10032.2146 
   2157 	10032.2084 
   2159 	10032.1832 
   2161 	10032.1866 
   2163 	10032.188 
   2165 	10032.1685 
   2168 	10032.1442 
   2170 	10032.1562 
   2172 	10032.1339 
   2174 	10032.1295 
   2176 	10032.1312 
   2178 	10032.1193 
   2180 	10032.1141 
   2182 	10032.1091 
   2184 	10032.0806 
   2187 	10032.0982 
   2189 	10032.0718 
   2191 	 10032.06 
   2193 	10032.0598 
   2195 	10032.0549 
   2197 	10032.0314 
   2199 	10032.0427 
   2202 	10032.0146 
   2204 	10032.0093 
   2206 	10032.0202 
   2208 	10032.003 
   2210 	10031.9787 
   2212 	10031.9823 
   2214 	 10031.98 
   2216 	10031.9577 
   2219 	10031.9622 
   2221 	10031.9515 
   2223 	10031.9367 
   2225 	10031.9382 
   2227 	10031.9235 
   2229 	10031.9205 
   2231 	10031.9192 
   2233 	10031.8854 
   2236 	10031.9039 
   2238 	10031.8782 
   2240 	10031.8703 
   2242 	10031.8658 
   2244 	10031.8506 
   2246 	10031.8421 
   2248 	10031.8449 
   2250 	10031.8278 
   2253 	10031.8253 
   2255 	10031.8064 
   2257 	10031.8175 
   2259 	10031.8006 
   2261 	10031.7919 
   2263 	10031.783 
   2265 	10031.7713 
   2267 	10031.7615 
   2270 	10031.7596 
   2272 	10031.7544 
   2274 	10031.7353 
   2276 	10031.7302 
   2278 	10031.7098 
   2280 	10031.7152 
   2282 	10031.712 
   2284 	10031.695 
   2287 	10031.6878 
   2289 	10031.6837 
   2291 	10031.6662 
   2293 	10031.6589 
   2295 	10031.6605 
   2297 	10031.6491 
   2299 	10031.6333 
   2301 	10031.617 
   2304 	10031.6183 
   2306 	10031.604 
   2308 	10031.5943 
   2310 	10031.5892 
   2312 	10031.5827 
   2314 	10031.5718 
   2316 	10031.554 
   2318 	10031.5479 
   2321 	10031.542 
   2323 	10031.5342 
   2325 	10031.5277 
   2327 	10031.5199 
   2329 	10031.5087 
   2331 	10031.4991 
   2333 	10031.4997 
   2335 	10031.4841 
   2338 	10031.4756 
   2340 	10031.4663 
   2342 	10031.4554 
   2344 	10031.4509 
   2346 	10031.436 
   2348 	10031.432 
   2350 	10031.4279 
   2352 	10031.4085 
   2355 	10031.4013 
   2357 	10031.4061 
   2359 	10031.3905 
   2361 	10031.3778 
   2363 	10031.3727 
   2365 	10031.3595 
   2367 	10031.3466 
   2369 	10031.3378 
   2372 	10031.338 
   2374 	10031.323 
   2376 	10031.3103 
   2378 	10031.3046 
   2380 	10031.303 
   2382 	10031.2915 
   2384 	10031.2814 
   2386 	10031.2751 
   2389 	10031.2657 
   2391 	10031.2585 
   2393 	10031.2592 
   2395 	10031.2482 
   2397 	10031.2278 
   2399 	10031.2247 
   2401 	10031.2159 
   2403 	10031.2046 
   2406 	10031.2066 
   2408 	10031.1913 
   2410 	10031.1775 
   2412 	10031.1634 
   2414 	10031.1642 
   2416 	10031.1498 
   2418 	10031.1375 
   2420 	10031.136 
   2423 	10031.1081 
   2425 	10031.1222 
   2427 	10031.0998 
   2429 	10031.084 
   2431 	10031.0913 
   2433 	10031.077 
   2435 	10031.0794 
   2437 	10031.0554 
   2440 	10031.058 
   2442 	10031.0377 
   2444 	10031.0376 
   2446 	10031.0315 
   2448 	10031.0075 
   2450 	10031.0091 
   2452 	10031.0079 
   2454 	10030.9987 
   2457 	10030.9776 
   2459 	10030.9738 
   2461 	10030.9718 
   2463 	10030.9535 
   2465 	10030.9499 
   2467 	10030.9452 
   2469 	10030.9238 
   2471 	10030.9226 
   2474 	10030.914 
   2476 	10030.9029 
   2478 	10030.8952 
   2480 	10030.8807 
   2482 	10030.8755 
   2484 	10030.8591 
   2486 	10030.8667 
   2488 	10030.8484 
   2491 	10030.8247 
   2493 	10030.8231 
   2495 	10030.8272 
   2497 	10030.8125 
   2499 	10030.7851 
   2501 	10030.7935 
   2503 	10030.792 
   2506 	10030.7798 
   2508 	10030.7771 
   2510 	10030.7651 
   2512 	10030.7473 
   2514 	10030.7408 
   2516 	10030.7273 
   2518 	10030.7235 
   2520 	10030.7284 
   2522 	10030.714 
   2525 	10030.694 
   2527 	10030.6908 
   2529 	10030.6804 
   2531 	10030.6796 
   2533 	10030.6657 
   2535 	10030.6542 
   2537 	10030.6398 
   2539 	10030.6356 
   2542 	10030.6319 
   2544 	10030.6169 
   2546 	10030.6061 
   2548 	10030.5996 
   2550 	10030.5862 
   2552 	10030.5815 
   2554 	10030.5645 
   2557 	10030.5531 
   2559 	10030.5486 
   2561 	10030.5477 
   2563 	10030.5405 
   2565 	10030.5214 
   2567 	10030.5203 
   2569 	10030.5179 
   2571 	10030.5015 
   2573 	10030.4886 
   2576 	10030.4852 
