 Seconds	 Resist. (Ohm)
  21927 	10021.5246 
  21929 	10021.5246 
  21931 	10021.5277 
  21933 	10021.5334 
  21936 	10021.5268 
  21938 	10021.5291 
  21940 	10021.5259 
  21942 	10021.528 
  21944 	10021.5305 
  21946 	10021.5281 
  21948 	10021.5288 
  21950 	10021.5277 
  21952 	10021.525 
  21955 	10021.5198 
  21957 	10021.5315 
  21959 	10021.5364 
  21961 	10021.5275 
  21963 	10021.5348 
  21965 	10021.5275 
  21967 	10021.5242 
  21970 	10021.5238 
  21972 	10021.5347 
  21974 	10021.5331 
  21976 	10021.5205 
  21978 	10021.5363 
  21980 	10021.5319 
  21982 	10021.5294 
  21984 	10021.5249 
  21986 	10021.529 
  21989 	10021.5258 
  21991 	10021.5263 
  21993 	10021.5172 
  21995 	10021.5182 
  21997 	10021.5254 
  21999 	10021.5231 
  22001 	10021.5245 
  22004 	10021.5292 
  22006 	10021.5287 
  22008 	10021.5408 
  22010 	10021.5336 
  22012 	10021.5334 
  22014 	10021.5296 
  22016 	10021.5343 
  22018 	10021.5367 
  22021 	10021.5265 
  22023 	10021.5432 
  22025 	10021.5371 
  22027 	10021.535 
  22029 	10021.5318 
  22031 	10021.5345 
  22033 	10021.527 
  22035 	10021.5413 
  22038 	10021.5235 
  22040 	10021.5293 
  22042 	10021.5365 
  22044 	10021.522 
  22046 	10021.5263 
  22048 	10021.5339 
  22050 	10021.5306 
  22052 	10021.5306 
  22055 	10021.5223 
  22057 	10021.5247 
  22059 	10021.5343 
  22061 	10021.5261 
  22063 	10021.5208 
  22065 	10021.531 
  22067 	10021.5341 
  22069 	 10021.53 
  22072 	10021.5276 
  22074 	10021.528 
  22076 	10021.5266 
  22078 	10021.5318 
  22080 	10021.5246 
  22082 	10021.5292 
  22084 	10021.531 
  22086 	10021.5294 
  22089 	10021.5281 
  22091 	10021.526 
  22093 	10021.5352 
  22095 	10021.5183 
  22097 	10021.5253 
  22099 	10021.5201 
  22101 	10021.5241 
  22103 	10021.5297 
  22106 	10021.5328 
  22108 	10021.5292 
  22110 	10021.5215 
  22112 	10021.526 
  22114 	10021.5334 
  22116 	10021.5356 
  22118 	10021.5248 
  22120 	10021.5211 
  22123 	10021.5309 
  22125 	10021.5323 
  22127 	10021.5269 
  22129 	10021.5325 
  22131 	10021.5357 
  22133 	10021.5357 
  22135 	10021.5246 
  22137 	10021.5264 
  22140 	10021.5389 
  22142 	10021.5152 
  22144 	10021.5181 
  22146 	10021.5151 
  22148 	10021.5218 
  22150 	10021.5217 
  22152 	10021.5193 
  22155 	10021.5183 
  22157 	10021.5157 
  22159 	10021.517 
  22161 	10021.5207 
  22163 	10021.5299 
  22165 	10021.5239 
  22167 	10021.5168 
  22169 	10021.5277 
  22171 	10021.5231 
  22174 	10021.5121 
  22176 	10021.5123 
  22178 	10021.5173 
  22180 	10021.5251 
  22182 	10021.521 
  22184 	10021.5184 
  22186 	10021.5173 
  22188 	10021.5228 
  22191 	10021.5291 
  22193 	10021.5232 
  22195 	10021.5252 
  22197 	10021.513 
  22199 	10021.5249 
  22201 	10021.5251 
  22203 	10021.5279 
  22205 	10021.5281 
  22208 	10021.5228 
  22210 	10021.5337 
  22212 	10021.5274 
  22214 	10021.5248 
  22216 	10021.5367 
  22218 	10021.5232 
  22220 	10021.5275 
  22223 	10021.5207 
  22225 	10021.5229 
  22227 	10021.5256 
  22229 	10021.5325 
  22231 	10021.5237 
  22233 	10021.5279 
  22235 	10021.5262 
  22237 	 10021.53 
  22239 	10021.5236 
  22242 	10021.5279 
  22244 	10021.522 
  22246 	10021.5323 
  22248 	10021.5247 
  22250 	10021.5327 
  22252 	10021.5213 
  22254 	10021.5188 
  22256 	10021.5192 
  22259 	10021.5251 
  22261 	10021.5279 
  22263 	10021.5237 
  22265 	10021.5252 
  22267 	10021.5267 
  22269 	10021.5222 
  22271 	10021.5241 
  22274 	10021.523 
  22276 	10021.5124 
  22278 	10021.5213 
  22280 	10021.5322 
  22282 	10021.5317 
  22284 	10021.5319 
  22286 	10021.524 
  22288 	10021.5231 
  22291 	10021.5317 
  22293 	10021.5288 
  22295 	10021.5332 
  22297 	10021.5256 
  22299 	10021.5285 
  22301 	10021.5272 
  22303 	10021.531 
  22305 	10021.5343 
  22308 	10021.5295 
  22310 	10021.521 
  22312 	10021.5263 
  22314 	10021.5281 
  22316 	10021.5293 
  22318 	10021.5318 
  22320 	10021.5309 
  22322 	10021.5252 
  22325 	10021.5331 
  22327 	10021.5273 
  22329 	10021.5258 
  22331 	10021.5312 
  22333 	10021.5322 
  22335 	10021.522 
  22337 	10021.5247 
  22339 	10021.5312 
  22342 	10021.5336 
  22344 	10021.534 
  22346 	10021.5312 
  22348 	10021.5296 
  22350 	10021.523 
  22352 	10021.5285 
  22354 	10021.5352 
  22356 	10021.5258 
  22359 	10021.5331 
  22361 	10021.5272 
  22363 	10021.5291 
  22365 	10021.5335 
  22367 	10021.538 
  22369 	10021.5311 
  22371 	10021.5363 
  22373 	10021.5319 
  22376 	10021.5251 
  22378 	10021.5319 
  22380 	10021.5329 
  22382 	10021.5267 
  22384 	10021.5297 
  22386 	10021.5303 
  22388 	10021.5321 
  22390 	10021.5266 
  22393 	10021.5276 
  22395 	10021.5231 
  22397 	10021.5268 
  22399 	10021.5316 
  22401 	10021.5253 
  22403 	10021.5308 
  22405 	10021.5182 
  22407 	10021.5226 
  22410 	10021.5272 
  22412 	10021.5251 
  22414 	10021.5221 
  22416 	10021.5305 
  22418 	10021.5307 
  22420 	10021.5278 
  22422 	10021.5284 
  22424 	10021.5409 
  22427 	10021.531 
  22429 	10021.5278 
  22431 	10021.5254 
  22433 	10021.534 
  22435 	10021.5323 
  22437 	10021.5293 
  22439 	10021.5368 
  22441 	10021.5322 
  22444 	10021.5314 
  22446 	10021.5302 
  22448 	10021.5349 
  22450 	10021.5341 
  22452 	10021.5345 
  22454 	10021.5326 
  22456 	10021.523 
  22458 	10021.5357 
  22461 	10021.5345 
  22463 	10021.5219 
  22465 	10021.5253 
  22467 	10021.5313 
  22469 	10021.5278 
  22471 	10021.5278 
  22473 	10021.536 
  22475 	10021.5163 
  22478 	10021.5179 
  22480 	10021.5382 
  22482 	10021.5236 
  22484 	10021.5266 
  22486 	10021.5349 
  22488 	10021.5265 
  22490 	10021.5295 
  22492 	10021.5301 
  22495 	10021.5235 
  22497 	10021.5322 
  22499 	10021.5255 
  22501 	10021.5277 
  22503 	10021.5377 
  22505 	10021.5243 
  22507 	10021.5244 
  22510 	10021.5179 
  22512 	10021.5256 
  22514 	10021.5251 
  22516 	10021.5276 
  22518 	10021.5247 
  22520 	10021.5368 
  22522 	10021.5334 
  22524 	10021.5222 
  22526 	10021.5354 
  22529 	10021.5324 
  22531 	10021.5278 
  22533 	10021.5347 
  22535 	10021.5289 
  22537 	10021.5376 
  22539 	 10021.53 
  22541 	10021.5255 
  22543 	10021.5246 
  22546 	10021.5256 
  22548 	10021.5308 
  22550 	10021.5236 
  22552 	10021.5254 
  22554 	10021.5243 
  22556 	10021.5278 
  22558 	10021.5275 
  22561 	10021.524 
  22563 	10021.5396 
  22565 	10021.523 
  22567 	10021.5255 
  22569 	10021.5282 
  22571 	10021.5345 
  22573 	10021.5289 
  22575 	10021.5323 
  22578 	10021.5267 
  22580 	10021.5244 
  22582 	10021.533 
  22584 	10021.5307 
  22586 	10021.5314 
  22588 	10021.5269 
  22590 	10021.5414 
  22592 	10021.5312 
  22595 	10021.5243 
  22597 	10021.5266 
  22599 	10021.5313 
  22601 	10021.533 
  22603 	10021.5245 
  22605 	10021.5241 
  22607 	10021.5257 
  22609 	10021.5207 
  22611 	10021.532 
  22614 	10021.5303 
  22616 	10021.5206 
  22618 	10021.5247 
  22620 	10021.5363 
  22622 	10021.5363 
  22624 	10021.5225 
  22626 	10021.5253 
  22628 	10021.5357 
  22631 	10021.5215 
  22633 	10021.5213 
  22635 	10021.5132 
  22637 	10021.5326 
  22639 	10021.5245 
  22641 	10021.5193 
  22643 	10021.5276 
  22646 	10021.5273 
  22648 	10021.5273 
  22650 	10021.5325 
  22652 	10021.5319 
  22654 	10021.524 
  22656 	10021.5262 
  22658 	10021.5277 
  22660 	10021.5329 
  22662 	10021.5257 
  22665 	10021.5268 
  22667 	10021.5342 
  22669 	10021.5295 
  22671 	10021.5239 
  22673 	10021.526 
  22675 	10021.5269 
  22677 	10021.528 
  22680 	10021.5264 
  22682 	10021.5326 
  22684 	10021.5482 
  22686 	10021.5268 
  22688 	10021.5316 
  22690 	10021.5283 
  22692 	10021.5291 
  22694 	10021.5236 
  22696 	10021.5309 
  22699 	10021.5316 
  22701 	10021.5274 
  22703 	10021.5221 
  22705 	10021.5238 
  22707 	10021.5294 
  22709 	10021.5226 
  22711 	10021.5183 
  22713 	10021.5247 
  22716 	10021.5236 
  22718 	10021.535 
  22720 	10021.5246 
  22722 	10021.5249 
  22724 	10021.5291 
  22726 	10021.5236 
  22728 	10021.5272 
  22731 	10021.5234 
  22733 	10021.524 
  22735 	10021.5212 
  22737 	10021.5261 
  22739 	10021.5277 
  22741 	10021.5197 
  22743 	10021.5302 
  22745 	10021.5195 
  22747 	10021.5288 
  22750 	10021.5325 
  22752 	10021.5247 
  22754 	10021.5213 
  22756 	10021.5307 
  22758 	10021.5206 
  22760 	10021.5224 
  22762 	10021.5271 
  22765 	10021.5094 
  22767 	10021.5183 
  22769 	10021.5254 
  22771 	10021.5239 
  22773 	10021.5112 
  22775 	10021.5113 
  22777 	10021.5266 
  22779 	10021.5183 
  22782 	10021.5186 
  22784 	10021.5223 
  22786 	10021.5238 
  22788 	10021.5185 
  22790 	10021.5268 
  22792 	10021.5231 
  22794 	10021.5235 
  22796 	10021.5218 
  22799 	10021.528 
  22801 	10021.5158 
  22803 	10021.5192 
  22805 	10021.5254 
  22807 	10021.5264 
  22809 	10021.5225 
  22811 	10021.5217 
  22813 	10021.5279 
  22815 	10021.5297 
  22818 	10021.5255 
  22820 	10021.526 
  22822 	10021.5285 
  22824 	10021.5352 
  22826 	10021.5263 
  22828 	10021.5412 
  22830 	10021.5296 
  22833 	10021.527 
  22835 	10021.5438 
  22837 	10021.5274 
  22839 	10021.5361 
  22841 	10021.5135 
  22843 	10021.5374 
  22845 	10021.5377 
  22847 	10021.5301 
  22850 	10021.533 
  22852 	10021.5304 
  22854 	10021.5217 
  22856 	10021.5282 
  22858 	10021.5312 
  22860 	10021.5229 
  22862 	10021.527 
  22864 	10021.5417 
  22866 	10021.5281 
  22869 	10021.5306 
  22871 	10021.5383 
  22873 	10021.5362 
  22875 	10021.5264 
  22877 	10021.5338 
  22879 	10021.5225 
  22881 	10021.5264 
  22884 	10021.5344 
  22886 	10021.5245 
  22888 	10021.516 
  22890 	10021.5204 
  22892 	10021.5157 
  22894 	10021.5331 
  22896 	10021.5259 
  22898 	10021.5131 
  22901 	10021.5303 
  22903 	10021.5326 
  22905 	10021.5349 
  22907 	10021.5309 
  22909 	10021.5277 
  22911 	10021.5216 
  22913 	10021.5261 
  22915 	10021.526 
  22918 	10021.5131 
  22920 	10021.5304 
  22922 	10021.528 
  22924 	10021.5274 
  22926 	10021.5121 
  22928 	10021.5326 
  22930 	10021.5293 
  22932 	10021.5199 
  22935 	10021.5277 
  22937 	10021.5248 
  22939 	10021.5192 
  22941 	10021.5259 
  22943 	10021.5243 
  22945 	10021.5247 
  22947 	10021.5291 
  22949 	10021.5229 
  22952 	10021.5163 
  22954 	10021.5177 
  22956 	10021.5325 
  22958 	10021.5258 
  22960 	10021.5222 
  22962 	10021.5318 
  22964 	10021.5198 
  22966 	10021.5227 
  22969 	10021.5266 
  22971 	10021.5026 
  22973 	10021.5272 
  22975 	10021.522 
  22977 	10021.5148 
  22979 	10021.537 
  22981 	10021.5299 
  22983 	10021.5227 
  22986 	10021.5192 
  22988 	10021.5272 
  22990 	10021.5159 
  22992 	10021.5268 
  22994 	10021.5281 
  22996 	10021.5213 
  22998 	10021.5118 
  23000 	10021.5273 
  23003 	10021.5203 
  23005 	10021.521 
  23007 	10021.5428 
  23009 	10021.5368 
  23011 	10021.5305 
  23013 	10021.5378 
  23015 	10021.5375 
  23017 	10021.5294 
  23020 	10021.5213 
  23022 	10021.5195 
  23024 	10021.5244 
  23026 	10021.5141 
  23028 	10021.5367 
  23030 	10021.5321 
  23032 	10021.5238 
  23034 	10021.5208 
  23037 	 10021.52 
  23039 	10021.5201 
  23041 	10021.5315 
  23043 	10021.5204 
  23045 	10021.5296 
  23047 	10021.5237 
  23049 	10021.5129 
  23051 	10021.5254 
  23054 	10021.5256 
  23056 	10021.5274 
  23058 	10021.5276 
  23060 	10021.5256 
  23062 	10021.5237 
  23064 	10021.5302 
  23066 	10021.5183 
  23068 	10021.5267 
  23071 	10021.5354 
  23073 	10021.5171 
  23075 	10021.5315 
  23077 	10021.5308 
  23079 	10021.5172 
  23081 	10021.5239 
  23083 	10021.5182 
  23085 	10021.531 
  23088 	10021.5312 
  23090 	10021.5196 
  23092 	10021.5284 
  23094 	10021.5279 
  23096 	10021.5207 
  23098 	10021.5231 
  23100 	10021.5252 
  23103 	10021.5207 
  23105 	10021.536 
  23107 	10021.5302 
  23109 	10021.5279 
  23111 	10021.5277 
  23113 	10021.5232 
  23115 	10021.5302 
  23117 	10021.5306 
  23119 	10021.5293 
  23122 	10021.5217 
  23124 	10021.5272 
  23126 	10021.529 
  23128 	10021.5304 
  23130 	10021.5451 
  23132 	10021.5402 
  23134 	10021.5215 
  23136 	10021.5282 
  23139 	 10021.53 
  23141 	10021.5236 
  23143 	10021.5302 
  23145 	10021.5396 
  23147 	10021.5251 
  23149 	10021.523 
  23151 	10021.5307 
  23153 	10021.5238 
  23156 	10021.5223 
  23158 	10021.5335 
  23160 	10021.5232 
  23162 	10021.5247 
  23164 	10021.525 
  23166 	10021.5264 
  23168 	10021.5239 
  23171 	10021.5308 
  23173 	10021.5296 
  23175 	10021.5296 
  23177 	10021.5213 
  23179 	10021.5243 
  23181 	10021.5337 
  23183 	10021.521 
  23185 	10021.5359 
  23188 	10021.5332 
  23190 	10021.5287 
  23192 	10021.533 
  23194 	10021.5252 
  23196 	10021.5246 
  23198 	10021.5359 
  23200 	10021.5386 
  23202 	10021.5089 
  23204 	10021.5307 
  23207 	10021.5267 
  23209 	10021.5228 
  23211 	10021.534 
  23213 	10021.5267 
  23215 	10021.5175 
  23217 	10021.5305 
  23219 	10021.5237 
  23222 	10021.529 
  23224 	10021.5331 
  23226 	10021.5313 
  23228 	10021.5175 
  23230 	10021.5221 
  23232 	10021.5318 
  23234 	10021.5299 
  23236 	10021.5307 
  23238 	10021.5263 
  23241 	10021.5248 
  23243 	10021.5206 
  23245 	10021.5327 
  23247 	10021.5305 
  23249 	10021.5307 
  23251 	10021.5284 
  23253 	10021.523 
  23256 	10021.5224 
  23258 	10021.5254 
  23260 	10021.5278 
  23262 	10021.5235 
  23264 	10021.5224 
  23266 	10021.5329 
  23268 	10021.5329 
  23270 	10021.5261 
  23272 	10021.5323 
  23275 	10021.5104 
  23277 	10021.5349 
  23279 	10021.5312 
  23281 	10021.5248 
  23283 	10021.5359 
  23285 	10021.5301 
  23287 	10021.5289 
  23290 	10021.5291 
  23292 	10021.5261 
  23294 	10021.5298 
  23296 	10021.534 
  23298 	10021.5241 
  23300 	10021.5249 
  23302 	10021.5364 
  23304 	10021.5301 
  23307 	10021.523 
  23309 	10021.5265 
  23311 	10021.524 
  23313 	10021.5177 
  23315 	10021.5193 
  23317 	10021.5284 
  23319 	10021.5184 
  23321 	10021.5349 
  23324 	10021.5328 
  23326 	10021.5399 
  23328 	10021.5387 
  23330 	10021.5308 
  23332 	10021.532 
  23334 	10021.5222 
  23336 	10021.5227 
  23338 	10021.5432 
  23341 	10021.5233 
  23343 	10021.5322 
  23345 	10021.5347 
  23347 	10021.5143 
  23349 	10021.5268 
  23351 	10021.5316 
  23353 	10021.5227 
  23355 	10021.5275 
  23358 	10021.5143 
  23360 	 10021.52 
  23362 	 10021.53 
  23364 	10021.5378 
  23366 	10021.5255 
  23368 	10021.5365 
  23370 	10021.5256 
  23372 	10021.5281 
  23375 	10021.5307 
  23377 	10021.532 
  23379 	10021.5345 
  23381 	10021.5331 
  23383 	10021.5333 
  23385 	10021.5279 
  23387 	10021.5327 
  23389 	10021.5401 
  23392 	10021.5318 
  23394 	10021.5249 
  23396 	10021.5261 
  23398 	 10021.53 
  23400 	10021.5306 
  23402 	10021.5234 
  23404 	10021.5323 
  23406 	10021.5271 
  23409 	 10021.52 
  23411 	10021.5281 
  23413 	10021.5334 
  23415 	10021.5239 
  23417 	10021.5335 
  23419 	10021.5409 
  23421 	10021.5326 
  23423 	10021.5328 
  23426 	10021.5367 
  23428 	10021.5243 
  23430 	10021.5224 
  23432 	10021.5376 
  23434 	10021.5278 
  23436 	10021.5214 
  23438 	10021.5272 
  23440 	10021.5207 
  23443 	10021.5188 
  23445 	10021.5419 
  23447 	10021.5362 
  23449 	10021.5301 
  23451 	10021.5308 
  23453 	10021.5192 
  23455 	10021.523 
  23457 	10021.5319 
  23460 	10021.5337 
  23462 	10021.5307 
  23464 	10021.5373 
  23466 	10021.514 
  23468 	10021.5272 
  23470 	10021.5283 
  23472 	10021.5198 
  23475 	10021.5341 
  23477 	10021.523 
  23479 	10021.5201 
  23481 	10021.5302 
  23483 	10021.5435 
  23485 	10021.5371 
  23487 	10021.5235 
  23489 	10021.526 
  23491 	10021.5372 
  23494 	10021.5302 
  23496 	10021.5365 
  23498 	10021.5255 
  23500 	10021.5186 
  23502 	10021.5094 
  23504 	10021.5323 
  23506 	10021.5238 
  23508 	10021.4994 
  23511 	10021.5208 
  23513 	10021.5192 
  23515 	10021.5225 
  23517 	10021.5266 
  23519 	10021.5313 
  23521 	10021.5235 
  23523 	10021.5344 
  23525 	10021.5246 
  23528 	10021.5178 
  23530 	10021.5341 
  23532 	10021.5352 
  23534 	 10021.54 
  23536 	10021.5161 
  23538 	10021.5191 
  23540 	10021.5292 
  23542 	10021.5317 
  23545 	10021.5358 
  23547 	10021.5381 
  23549 	10021.529 
  23551 	10021.5281 
  23553 	10021.5361 
  23555 	10021.5567 
  23557 	10021.5319 
  23560 	10021.5316 
  23562 	10021.5253 
  23564 	10021.5224 
  23566 	10021.5169 
  23568 	10021.5463 
  23570 	10021.524 
  23572 	10021.5376 
  23574 	10021.5448 
  23576 	10021.5229 
  23579 	10021.542 
  23581 	10021.5228 
  23583 	10021.5527 
  23585 	10021.5414 
  23587 	10021.5341 
  23589 	10021.5143 
  23591 	10021.5306 
  23594 	10021.5347 
  23596 	10021.5377 
  23598 	10021.5284 
  23600 	10021.5304 
  23602 	10021.5317 
  23604 	10021.5296 
  23606 	10021.5343 
  23608 	10021.5249 
  23610 	10021.5442 
  23613 	10021.538 
  23615 	10021.5152 
  23617 	10021.5319 
  23619 	10021.5362 
  23621 	10021.5281 
  23623 	10021.5306 
  23625 	10021.5368 
  23627 	10021.5405 
  23630 	10021.5421 
  23632 	10021.5198 
  23634 	10021.5275 
  23636 	10021.5344 
  23638 	10021.5406 
  23640 	10021.5235 
  23642 	10021.5441 
  23644 	10021.5235 
  23647 	10021.5157 
  23649 	10021.5347 
  23651 	10021.5385 
  23653 	10021.5258 
  23655 	10021.5242 
  23657 	10021.5258 
  23659 	10021.533 
  23662 	10021.549 
  23664 	10021.5424 
  23666 	10021.5337 
  23668 	10021.5229 
  23670 	10021.5204 
  23672 	10021.5365 
  23674 	10021.5293 
  23676 	10021.5295 
  23679 	10021.5429 
  23681 	10021.5366 
  23683 	10021.5205 
  23685 	10021.5258 
  23687 	10021.5414 
  23689 	10021.5434 
  23691 	10021.5293 
  23693 	10021.523 
  23696 	10021.5382 
  23698 	10021.5292 
  23700 	10021.5271 
  23702 	10021.5202 
  23704 	10021.5422 
  23706 	10021.528 
  23708 	 10021.52 
  23710 	10021.5281 
  23713 	10021.5236 
  23715 	10021.5203 
  23717 	10021.5246 
  23719 	10021.5246 
  23721 	10021.5311 
  23723 	10021.543 
  23725 	10021.5261 
  23727 	10021.5278 
  23730 	10021.5337 
  23732 	10021.5347 
  23734 	10021.537 
  23736 	10021.5329 
  23738 	10021.5231 
  23740 	10021.5297 
  23742 	10021.5265 
  23744 	10021.5202 
  23747 	10021.5359 
  23749 	10021.5391 
  23751 	10021.5246 
  23753 	10021.5354 
  23755 	10021.5274 
  23757 	10021.5306 
  23759 	10021.5357 
  23761 	10021.5346 
  23764 	10021.521 
  23766 	10021.5242 
  23768 	10021.5275 
  23770 	10021.5347 
  23772 	10021.5364 
  23774 	10021.5255 
  23776 	10021.5428 
  23778 	10021.5314 
  23781 	10021.5246 
  23783 	10021.5225 
  23785 	10021.5355 
  23787 	10021.5345 
  23789 	10021.5365 
  23791 	10021.533 
  23793 	10021.5216 
  23795 	10021.5251 
  23798 	10021.531 
  23800 	10021.534 
  23802 	10021.524 
  23804 	10021.5308 
  23806 	10021.5394 
  23808 	10021.5387 
  23810 	10021.525 
  23812 	10021.5299 
  23815 	10021.5415 
  23817 	10021.5309 
  23819 	10021.5256 
  23821 	10021.5223 
  23823 	10021.5505 
  23825 	10021.5305 
  23827 	10021.5253 
  23829 	10021.5251 
  23832 	10021.5273 
  23834 	10021.5356 
  23836 	10021.5383 
  23838 	10021.5365 
  23840 	10021.5252 
  23842 	10021.5164 
  23844 	10021.5261 
  23846 	10021.5307 
  23849 	10021.5315 
  23851 	10021.5351 
  23853 	10021.5327 
  23855 	10021.5289 
  23857 	10021.5321 
  23859 	10021.5377 
  23861 	10021.5277 
  23863 	10021.5358 
  23866 	10021.5473 
  23868 	10021.5309 
  23870 	10021.5295 
  23872 	10021.5317 
  23874 	10021.5185 
  23876 	10021.5237 
  23878 	10021.5315 
  23880 	10021.5296 
  23883 	10021.5235 
  23885 	10021.5292 
  23887 	10021.5276 
  23889 	10021.5259 
  23891 	10021.5206 
  23893 	10021.5232 
  23895 	10021.5312 
  23897 	10021.5432 
  23900 	10021.5159 
  23902 	10021.5258 
  23904 	10021.5215 
  23906 	10021.5248 
  23908 	10021.5286 
  23910 	10021.5373 
  23912 	10021.5263 
  23914 	10021.5324 
  23917 	10021.5353 
  23919 	10021.5284 
  23921 	10021.5261 
  23923 	10021.5298 
  23925 	10021.5251 
  23927 	10021.526 
  23929 	10021.5386 
  23932 	10021.5246 
  23934 	 10021.52 
  23936 	10021.5244 
  23938 	10021.5327 
  23940 	 10021.53 
  23942 	10021.5278 
  23944 	10021.5222 
  23946 	10021.5537 
  23948 	10021.533 
  23951 	10021.5279 
  23953 	10021.5375 
  23955 	10021.5342 
  23957 	10021.5395 
  23959 	 10021.53 
  23961 	10021.5306 
  23963 	10021.5369 
  23966 	10021.5397 
  23968 	10021.5404 
  23970 	10021.5332 
  23972 	10021.5359 
  23974 	10021.5437 
  23976 	10021.5383 
  23978 	10021.5336 
  23980 	10021.5396 
  23983 	10021.5349 
  23985 	10021.5331 
  23987 	10021.5414 
  23989 	10021.5452 
  23991 	10021.5308 
  23993 	10021.5357 
  23995 	 10021.56 
  23997 	10021.5419 
  23999 	10021.5275 
  24002 	10021.5339 
  24004 	10021.5291 
  24006 	10021.5448 
  24008 	10021.5359 
  24010 	10021.5244 
  24012 	10021.5291 
  24014 	10021.5437 
  24017 	10021.5354 
  24019 	10021.5369 
  24021 	10021.5266 
  24023 	10021.5314 
  24025 	 10021.53 
  24027 	10021.5386 
  24029 	10021.5363 
  24031 	10021.5369 
  24033 	10021.5457 
  24036 	10021.538 
  24038 	10021.5411 
  24040 	10021.5421 
  24042 	10021.5372 
  24044 	10021.5302 
  24046 	10021.539 
  24048 	10021.5346 
  24051 	10021.5263 
  24053 	10021.5218 
  24055 	10021.5341 
  24057 	10021.5378 
  24059 	10021.5259 
  24061 	10021.5337 
  24063 	10021.5252 
  24065 	10021.5315 
  24068 	10021.5279 
  24070 	10021.5355 
  24072 	10021.5298 
  24074 	10021.5327 
  24076 	10021.5321 
  24078 	10021.5164 
  24080 	10021.5299 
  24083 	10021.5308 
  24085 	10021.5304 
  24087 	10021.5295 
  24089 	10021.5236 
  24091 	10021.5364 
  24093 	10021.5299 
  24095 	10021.5401 
  24097 	10021.5268 
  24099 	10021.5251 
  24102 	10021.5411 
  24104 	10021.5286 
  24106 	10021.5295 
  24108 	10021.5305 
  24110 	10021.5296 
  24112 	10021.5287 
  24114 	10021.5295 
  24116 	10021.5311 
  24119 	10021.5314 
  24121 	10021.5228 
  24123 	10021.5287 
  24125 	10021.5328 
  24127 	10021.533 
  24129 	10021.5237 
  24131 	10021.5216 
  24133 	10021.5191 
  24136 	10021.5326 
  24138 	10021.5296 
  24140 	10021.5283 
  24142 	10021.5296 
  24144 	10021.5374 
  24146 	10021.5286 
  24148 	10021.5365 
  24150 	10021.5271 
  24153 	10021.5344 
  24155 	10021.5375 
  24157 	10021.5243 
  24159 	10021.5234 
  24161 	10021.5243 
  24163 	10021.5261 
  24165 	10021.5261 
  24167 	10021.5186 
  24170 	10021.5322 
  24172 	10021.5283 
  24174 	10021.526 
  24176 	10021.5289 
  24178 	10021.5183 
  24180 	10021.5342 
  24182 	10021.5332 
  24184 	10021.5297 
  24187 	10021.5225 
  24189 	10021.5309 
  24191 	10021.5276 
  24193 	10021.5289 
  24195 	10021.5264 
  24197 	10021.5329 
  24199 	10021.535 
  24201 	10021.5339 
  24204 	10021.5375 
  24206 	10021.5337 
  24208 	10021.5358 
  24210 	10021.5397 
  24212 	10021.5287 
  24214 	10021.5376 
  24216 	10021.5315 
  24218 	10021.5345 
  24221 	10021.539 
  24223 	10021.5293 
  24225 	10021.5353 
  24227 	10021.5329 
  24229 	10021.5409 
  24231 	10021.5327 
  24233 	10021.5324 
  24235 	10021.5327 
  24238 	10021.5419 
  24240 	10021.5306 
  24242 	10021.537 
  24244 	10021.5404 
  24246 	10021.5429 
  24248 	10021.5385 
  24250 	10021.5415 
  24253 	10021.5393 
  24255 	10021.5322 
  24257 	 10021.54 
  24259 	10021.5371 
  24261 	10021.5364 
  24263 	10021.5412 
  24265 	10021.5435 
  24267 	10021.5355 
  24269 	10021.533 
  24272 	10021.5454 
  24274 	10021.5448 
  24276 	10021.5303 
  24278 	10021.5329 
  24280 	10021.5383 
  24282 	10021.5454 
  24284 	10021.5328 
  24286 	10021.5416 
  24289 	10021.5417 
  24291 	10021.5308 
  24293 	10021.5365 
  24295 	10021.536 
  24297 	10021.539 
  24299 	10021.5345 
  24301 	10021.5382 
  24303 	10021.5401 
  24306 	10021.5425 
  24308 	10021.5304 
  24310 	10021.5297 
  24312 	10021.5318 
  24314 	10021.5385 
  24316 	10021.5319 
  24318 	10021.5353 
  24320 	10021.5324 
  24323 	10021.5339 
  24325 	10021.5339 
  24327 	10021.5412 
  24329 	10021.5425 
  24331 	10021.5446 
  24333 	10021.5395 
  24335 	10021.5296 
  24337 	10021.5509 
  24340 	10021.5548 
  24342 	10021.5445 
  24344 	10021.5319 
  24346 	10021.5458 
  24348 	10021.5401 
  24350 	10021.5509 
  24352 	10021.5518 
  24354 	10021.5434 
  24357 	10021.5435 
  24359 	10021.5433 
  24361 	10021.5525 
  24363 	10021.5512 
  24365 	10021.5508 
  24367 	10021.5492 
  24369 	10021.5517 
  24371 	10021.5532 
  24374 	10021.5501 
  24376 	10021.5385 
  24378 	10021.5354 
  24380 	10021.5485 
  24382 	10021.5513 
  24384 	10021.5478 
  24386 	10021.5487 
  24388 	10021.5391 
  24391 	10021.5416 
  24393 	10021.5502 
  24395 	10021.546 
  24397 	10021.5512 
  24399 	10021.5535 
  24401 	10021.5445 
  24403 	10021.5448 
  24405 	10021.5569 
  24408 	10021.5496 
  24410 	10021.5538 
  24412 	10021.555 
  24414 	10021.5453 
  24416 	10021.5432 
  24418 	10021.5461 
