 Seconds	 Resist. (Ohm)
  10863 	10020.2513 
  10865 	10020.2493 
  10867 	10020.2647 
  10869 	10020.2563 
  10872 	10020.2571 
  10874 	10020.2557 
  10876 	10020.2551 
  10878 	10020.2569 
  10880 	10020.2526 
  10882 	10020.2434 
  10884 	10020.2343 
  10886 	10020.2569 
  10888 	10020.2627 
  10891 	10020.2606 
  10893 	10020.258 
  10895 	10020.2605 
  10897 	10020.2565 
  10899 	10020.2592 
  10901 	10020.2609 
  10903 	10020.2608 
  10905 	10020.2527 
  10908 	10020.2742 
  10910 	10020.2507 
  10912 	10020.2529 
  10914 	10020.2502 
  10916 	10020.2524 
  10918 	10020.2512 
  10920 	10020.2611 
  10923 	10020.2458 
  10925 	10020.2641 
  10927 	10020.2613 
  10929 	 10020.26 
  10931 	10020.2532 
  10933 	10020.2686 
  10935 	10020.2505 
  10937 	10020.2624 
  10939 	10020.2488 
  10942 	10020.2608 
  10944 	10020.2556 
  10946 	10020.266 
  10948 	10020.2482 
  10950 	10020.2613 
  10952 	10020.2748 
  10954 	10020.2632 
  10957 	10020.2519 
  10959 	10020.2611 
  10961 	10020.2737 
  10963 	10020.2611 
  10965 	10020.2737 
  10967 	10020.2625 
  10969 	10020.2661 
  10971 	10020.2637 
  10974 	10020.2564 
  10976 	10020.2472 
  10978 	10020.2656 
  10980 	10020.2567 
  10982 	10020.2524 
  10984 	10020.2524 
  10986 	10020.2631 
  10988 	10020.2578 
  10991 	10020.2594 
  10993 	10020.2593 
  10995 	10020.2675 
  10997 	10020.258 
  10999 	10020.2665 
  11001 	10020.2479 
  11003 	10020.2566 
  11005 	10020.253 
  11008 	10020.2571 
  11010 	10020.2598 
  11012 	10020.2551 
  11014 	10020.2488 
  11016 	10020.2619 
  11018 	10020.2511 
  11020 	10020.2716 
  11022 	10020.2632 
  11025 	10020.2564 
  11027 	10020.2596 
  11029 	10020.2515 
  11031 	10020.2478 
  11033 	10020.2524 
  11035 	10020.2638 
  11037 	10020.2438 
  11039 	10020.2424 
  11042 	10020.2577 
  11044 	10020.2597 
  11046 	10020.2643 
  11048 	10020.2475 
  11050 	10020.2503 
  11052 	 10020.25 
  11054 	10020.2567 
  11056 	10020.253 
  11059 	10020.246 
  11061 	10020.2499 
  11063 	10020.2539 
  11065 	10020.2579 
  11067 	10020.2615 
  11069 	10020.2626 
  11071 	10020.2629 
  11073 	10020.2621 
  11076 	10020.2532 
  11078 	10020.2585 
  11080 	10020.2611 
  11082 	10020.2545 
  11084 	10020.2561 
  11086 	10020.2478 
  11088 	10020.2443 
  11090 	10020.242 
  11093 	10020.2465 
  11095 	10020.2554 
  11097 	10020.2548 
  11099 	10020.2573 
  11101 	10020.258 
  11103 	10020.2624 
  11105 	10020.2676 
  11107 	10020.2604 
  11110 	10020.2539 
  11112 	10020.2576 
  11114 	10020.2559 
  11116 	10020.2508 
  11118 	10020.2494 
  11120 	10020.2527 
  11122 	10020.2534 
  11124 	10020.261 
  11127 	10020.2576 
  11129 	10020.2562 
  11131 	10020.2512 
  11133 	10020.2584 
  11135 	10020.2658 
  11137 	10020.2625 
  11139 	 10020.26 
  11141 	10020.2529 
  11144 	10020.2583 
  11146 	10020.2681 
  11148 	10020.2713 
  11150 	10020.2686 
  11152 	10020.2666 
  11154 	10020.265 
  11156 	10020.2605 
  11159 	10020.2573 
  11161 	10020.2623 
  11163 	10020.261 
  11165 	10020.2683 
  11167 	10020.2586 
  11169 	10020.2573 
  11171 	10020.2506 
  11173 	10020.2639 
  11175 	10020.2657 
  11178 	10020.2588 
  11180 	10020.2536 
  11182 	10020.2552 
  11184 	10020.2533 
  11186 	10020.2636 
  11188 	10020.2575 
  11190 	10020.2582 
  11192 	10020.2524 
  11195 	10020.2568 
  11197 	10020.2583 
  11199 	10020.2634 
  11201 	10020.2571 
  11203 	10020.2584 
  11205 	10020.2598 
  11207 	10020.2596 
  11210 	10020.2618 
  11212 	10020.257 
  11214 	10020.2649 
  11216 	10020.2706 
  11218 	10020.2653 
  11220 	10020.2502 
  11222 	10020.2473 
  11224 	10020.2595 
  11226 	10020.2637 
  11229 	10020.2572 
  11231 	10020.2613 
  11233 	10020.2679 
  11235 	10020.2567 
  11237 	10020.2673 
  11239 	10020.2602 
  11241 	10020.2515 
  11243 	10020.2653 
  11246 	10020.2582 
  11248 	10020.2598 
  11250 	10020.2558 
  11252 	10020.2639 
  11254 	10020.2518 
  11256 	10020.254 
  11258 	10020.253 
  11261 	10020.2558 
  11263 	10020.2564 
  11265 	10020.2647 
  11267 	10020.2621 
  11269 	10020.2639 
  11271 	10020.248 
  11273 	10020.2524 
  11275 	10020.2631 
  11277 	10020.2657 
  11280 	10020.259 
  11282 	10020.2536 
  11284 	10020.2675 
  11286 	10020.2708 
  11288 	10020.2631 
  11290 	10020.2744 
  11292 	10020.271 
  11295 	10020.2673 
  11297 	10020.2607 
  11299 	10020.2661 
  11301 	10020.2712 
  11303 	10020.2837 
  11305 	10020.2649 
  11307 	10020.2674 
  11309 	10020.2639 
  11312 	10020.2654 
  11314 	10020.2685 
  11316 	10020.268 
  11318 	10020.2541 
  11320 	10020.2569 
  11322 	10020.2571 
  11324 	10020.2634 
  11326 	10020.259 
  11328 	10020.2663 
  11331 	10020.2698 
  11333 	10020.2676 
  11335 	10020.2621 
  11337 	10020.2651 
  11339 	10020.2669 
  11341 	10020.2635 
  11343 	10020.2786 
  11346 	10020.266 
  11348 	10020.2756 
  11350 	10020.2652 
  11352 	10020.2622 
  11354 	10020.265 
  11356 	10020.2677 
  11358 	10020.2751 
  11360 	10020.2754 
  11363 	10020.262 
  11365 	10020.265 
  11367 	10020.2758 
  11369 	10020.2668 
  11371 	10020.2666 
  11373 	10020.2583 
  11375 	10020.2621 
  11377 	10020.2687 
  11380 	10020.2739 
  11382 	10020.2741 
  11384 	10020.2728 
  11386 	10020.2635 
  11388 	10020.2575 
  11390 	10020.2627 
  11392 	10020.2753 
  11394 	10020.2705 
  11397 	 10020.27 
  11399 	10020.2755 
  11401 	10020.2799 
  11403 	10020.2699 
  11405 	10020.2734 
  11407 	10020.2745 
  11409 	10020.2724 
  11411 	10020.2663 
  11414 	10020.2722 
  11416 	10020.2778 
  11418 	10020.2739 
  11420 	10020.2669 
  11422 	10020.2676 
  11424 	10020.2735 
  11426 	10020.2793 
  11428 	10020.2663 
  11431 	10020.2707 
  11433 	10020.2655 
  11435 	10020.2725 
  11437 	10020.2694 
  11439 	10020.2688 
  11441 	10020.2641 
  11443 	10020.2753 
  11445 	10020.284 
  11448 	10020.2779 
  11450 	10020.2631 
  11452 	10020.2659 
  11454 	10020.2721 
  11456 	10020.2724 
  11458 	10020.277 
  11460 	10020.2684 
  11462 	10020.2767 
  11465 	10020.2749 
  11467 	10020.2626 
  11469 	10020.2632 
  11471 	10020.2629 
  11473 	10020.2723 
  11475 	10020.269 
  11477 	10020.2722 
  11479 	10020.2704 
  11482 	10020.2687 
  11484 	10020.2779 
  11486 	10020.2628 
  11488 	10020.2701 
  11490 	10020.275 
  11492 	10020.2759 
  11494 	10020.2662 
  11496 	10020.2593 
  11499 	10020.2636 
  11501 	10020.2638 
  11503 	10020.2668 
  11505 	10020.2702 
  11507 	10020.2652 
  11509 	10020.2706 
  11511 	10020.2666 
  11513 	10020.2763 
  11515 	10020.2724 
  11518 	10020.2642 
  11520 	10020.2593 
  11522 	10020.2708 
  11524 	10020.2679 
  11526 	10020.2574 
  11528 	10020.2651 
  11530 	10020.2681 
  11533 	10020.2692 
  11535 	10020.2664 
  11537 	10020.2622 
  11539 	10020.2668 
  11541 	10020.2711 
  11543 	10020.2748 
  11545 	10020.2755 
  11547 	10020.2676 
  11550 	10020.2629 
  11552 	10020.2673 
  11554 	10020.2641 
  11556 	10020.2696 
  11558 	10020.2588 
  11560 	10020.2598 
  11562 	10020.2669 
  11564 	10020.2672 
  11567 	10020.275 
  11569 	10020.2627 
  11571 	10020.2728 
  11573 	10020.2662 
  11575 	10020.2759 
  11577 	10020.2652 
  11579 	10020.2643 
  11581 	10020.2669 
  11584 	10020.2703 
  11586 	10020.2602 
  11588 	10020.2766 
  11590 	10020.2772 
  11592 	10020.2707 
  11594 	10020.2732 
  11596 	10020.2554 
  11598 	10020.2673 
  11601 	10020.2729 
  11603 	10020.2659 
  11605 	10020.2546 
  11607 	10020.2753 
  11609 	10020.2742 
  11611 	10020.2655 
  11613 	10020.2647 
  11615 	10020.2702 
  11618 	10020.2622 
  11620 	10020.2718 
  11622 	10020.2691 
  11624 	10020.2686 
  11626 	10020.2619 
  11628 	10020.2685 
  11630 	10020.2645 
  11632 	10020.2584 
  11635 	10020.2635 
  11637 	10020.2712 
  11639 	10020.2578 
  11641 	10020.257 
  11643 	10020.2627 
  11645 	10020.2645 
  11647 	10020.2642 
  11649 	10020.2608 
  11652 	10020.245 
  11654 	10020.2523 
  11656 	10020.2525 
  11658 	10020.2629 
  11660 	10020.2639 
  11662 	10020.2602 
  11664 	10020.2631 
  11666 	10020.2587 
  11669 	10020.2666 
  11671 	10020.2531 
  11673 	10020.2534 
  11675 	10020.2598 
  11677 	10020.271 
  11679 	10020.2592 
  11681 	10020.2396 
  11683 	10020.2637 
  11686 	10020.2745 
  11688 	10020.2566 
  11690 	10020.2627 
  11692 	10020.2628 
  11694 	10020.2654 
  11696 	10020.2606 
  11698 	10020.262 
  11700 	10020.2622 
  11703 	10020.2601 
  11705 	10020.2634 
  11707 	10020.2498 
  11709 	10020.265 
  11711 	10020.261 
  11713 	10020.2593 
  11715 	10020.2777 
  11717 	10020.2544 
  11720 	10020.262 
  11722 	10020.2736 
  11724 	10020.2679 
  11726 	10020.264 
  11728 	10020.2617 
  11730 	10020.2685 
  11732 	10020.2627 
  11735 	10020.2669 
  11737 	10020.2673 
  11739 	10020.2628 
  11741 	10020.2643 
  11743 	10020.2498 
  11745 	10020.2615 
  11747 	10020.2627 
  11749 	10020.2571 
  11752 	10020.2626 
  11754 	10020.2722 
  11756 	10020.2607 
  11758 	10020.2507 
  11760 	10020.2685 
  11762 	10020.2761 
  11764 	10020.2612 
  11766 	10020.2624 
  11768 	10020.2746 
  11771 	10020.2792 
  11773 	10020.2708 
  11775 	10020.2604 
  11777 	10020.2677 
  11779 	10020.2768 
  11781 	10020.277 
  11783 	10020.2673 
  11786 	10020.2516 
  11788 	10020.2542 
  11790 	10020.2684 
  11792 	10020.2831 
  11794 	10020.2697 
  11796 	10020.2586 
  11798 	10020.2587 
  11800 	10020.2561 
  11802 	10020.2556 
  11805 	10020.2754 
  11807 	10020.2809 
  11809 	10020.2583 
  11811 	10020.247 
  11813 	10020.2604 
  11815 	10020.2746 
  11817 	10020.2772 
  11819 	10020.2681 
  11822 	10020.2599 
  11824 	10020.2821 
  11826 	10020.2776 
  11828 	10020.2816 
  11830 	10020.2805 
  11832 	10020.2762 
  11834 	10020.2594 
  11837 	10020.2605 
  11839 	10020.2778 
  11841 	10020.279 
  11843 	10020.2901 
  11845 	10020.2741 
  11847 	10020.2741 
  11849 	10020.2548 
  11851 	10020.2704 
  11853 	10020.2629 
  11856 	10020.2774 
  11858 	10020.271 
  11860 	10020.2616 
  11862 	10020.2515 
  11864 	10020.2791 
  11866 	10020.2767 
  11868 	10020.2735 
  11871 	10020.2552 
  11873 	10020.2662 
  11875 	10020.2758 
  11877 	10020.2736 
  11879 	10020.2658 
  11881 	10020.2764 
  11883 	10020.2853 
  11886 	10020.2891 
  11888 	10020.2678 
  11890 	10020.2617 
  11892 	10020.2746 
  11894 	10020.2828 
  11896 	10020.2845 
  11898 	10020.2764 
  11900 	10020.2775 
  11902 	10020.2603 
  11904 	10020.2754 
  11907 	10020.2888 
  11909 	10020.2746 
  11911 	10020.2691 
  11913 	10020.2713 
  11915 	10020.2774 
  11917 	10020.2784 
  11919 	10020.2697 
  11922 	10020.2764 
  11924 	10020.272 
  11926 	 10020.28 
  11928 	10020.2582 
  11930 	10020.2575 
  11932 	10020.2504 
  11934 	10020.2665 
  11936 	10020.2746 
  11939 	10020.2434 
  11941 	10020.2653 
  11943 	10020.2709 
  11945 	10020.2695 
  11947 	10020.2666 
  11949 	10020.2694 
  11951 	10020.2808 
  11953 	10020.2576 
  11956 	10020.2627 
  11958 	10020.2702 
  11960 	10020.2772 
  11962 	10020.2699 
  11964 	10020.2537 
  11966 	10020.261 
  11968 	10020.2702 
  11970 	10020.2651 
  11973 	10020.2694 
  11975 	10020.2712 
  11977 	10020.2687 
  11979 	10020.2648 
  11981 	10020.2617 
  11983 	10020.2709 
  11985 	10020.2772 
  11987 	10020.2671 
  11990 	10020.2525 
  11992 	10020.256 
  11994 	10020.2686 
  11996 	10020.2708 
  11998 	10020.2546 
  12000 	10020.2552 
  12002 	10020.2663 
  12004 	10020.2661 
  12007 	10020.2613 
  12009 	10020.2639 
  12011 	10020.2685 
  12013 	10020.2477 
  12015 	10020.2517 
  12017 	10020.2572 
  12019 	10020.2697 
  12021 	10020.276 
  12024 	10020.2654 
  12026 	10020.2569 
  12028 	10020.2675 
  12030 	10020.2641 
  12032 	10020.2623 
  12034 	10020.2659 
  12036 	10020.2797 
  12038 	10020.2709 
  12041 	10020.2519 
  12043 	10020.2618 
  12045 	10020.2748 
  12047 	10020.2623 
  12049 	10020.2712 
  12051 	10020.2561 
  12053 	10020.2709 
  12055 	10020.2759 
  12058 	10020.2643 
  12060 	10020.262 
  12062 	10020.2723 
  12064 	10020.2719 
  12066 	10020.2779 
  12068 	10020.2663 
  12070 	10020.2763 
  12073 	10020.2791 
  12075 	10020.2862 
  12077 	10020.2728 
  12079 	10020.2643 
  12081 	10020.2733 
  12083 	10020.2672 
  12085 	10020.2721 
  12087 	10020.2758 
  12089 	10020.2756 
  12092 	10020.2725 
  12094 	10020.2521 
  12096 	10020.2718 
  12098 	10020.2691 
  12100 	10020.273 
  12102 	10020.2686 
  12104 	10020.2614 
  12107 	10020.2682 
  12109 	10020.2736 
  12111 	10020.268 
  12113 	10020.2729 
  12115 	10020.2765 
  12117 	10020.2789 
  12119 	10020.2614 
  12121 	10020.2809 
  12123 	10020.2754 
  12126 	10020.2706 
  12128 	10020.2721 
  12130 	10020.2744 
  12132 	10020.2798 
  12134 	10020.2834 
  12136 	10020.2642 
  12138 	10020.2765 
  12141 	10020.2741 
  12143 	10020.2759 
  12145 	10020.2713 
  12147 	10020.2679 
  12149 	10020.2745 
  12151 	10020.2781 
  12153 	10020.2704 
  12155 	10020.2707 
  12158 	10020.2772 
  12160 	10020.2731 
  12162 	10020.2771 
  12164 	10020.2742 
  12166 	10020.2701 
  12168 	10020.2714 
  12170 	10020.2713 
  12172 	10020.2721 
  12175 	10020.2744 
  12177 	10020.2839 
  12179 	10020.2647 
  12181 	10020.2697 
  12183 	10020.2783 
  12185 	10020.2698 
  12187 	10020.2678 
  12189 	10020.2749 
  12191 	10020.2688 
  12194 	10020.2698 
  12196 	10020.2816 
  12198 	10020.2825 
  12200 	10020.2729 
  12202 	10020.2699 
  12204 	10020.2714 
  12206 	10020.2728 
  12209 	10020.2647 
  12211 	10020.2693 
  12213 	10020.2639 
  12215 	10020.2679 
  12217 	10020.2729 
  12219 	10020.2605 
  12221 	10020.2681 
  12223 	 10020.27 
  12226 	10020.2651 
  12228 	10020.2721 
  12230 	10020.2643 
  12232 	10020.2747 
  12234 	10020.2669 
  12236 	10020.2645 
  12238 	10020.2781 
  12240 	10020.277 
  12243 	10020.2644 
  12245 	10020.2613 
  12247 	10020.2623 
  12249 	10020.2673 
  12251 	10020.2623 
  12253 	10020.2691 
  12255 	10020.2699 
  12257 	10020.2673 
  12260 	10020.2598 
  12262 	10020.2639 
  12264 	10020.2663 
  12266 	10020.2729 
  12268 	10020.2639 
  12270 	10020.2659 
  12272 	10020.2568 
  12274 	10020.2636 
  12277 	10020.2614 
  12279 	10020.2795 
  12281 	10020.274 
  12283 	10020.2624 
  12285 	10020.2639 
  12287 	10020.2642 
  12289 	10020.2673 
  12291 	10020.2753 
  12294 	10020.2732 
  12296 	10020.256 
  12298 	10020.2557 
  12300 	10020.2711 
  12302 	10020.2633 
  12304 	10020.2725 
  12306 	10020.2619 
  12308 	10020.2571 
  12311 	10020.2623 
  12313 	10020.2649 
  12315 	10020.2699 
  12317 	10020.2681 
  12319 	10020.2691 
  12321 	10020.2666 
  12323 	10020.2587 
  12325 	10020.2609 
  12328 	10020.2707 
  12330 	10020.281 
  12332 	10020.2606 
  12334 	10020.2566 
  12336 	10020.266 
  12338 	10020.2801 
  12340 	10020.2778 
  12342 	10020.2596 
  12345 	10020.2713 
  12347 	10020.2656 
  12349 	10020.2639 
  12351 	10020.2641 
  12353 	10020.2736 
  12355 	10020.2841 
  12357 	10020.2744 
  12359 	10020.2685 
  12362 	10020.2741 
  12364 	10020.2649 
  12366 	10020.2643 
  12368 	10020.2644 
  12370 	10020.2805 
  12372 	10020.2652 
  12374 	10020.2612 
  12376 	10020.2747 
  12379 	10020.2707 
  12381 	10020.2781 
  12383 	10020.2789 
  12385 	10020.264 
  12387 	10020.2728 
  12389 	10020.2758 
  12391 	10020.2697 
  12393 	10020.2616 
  12396 	10020.262 
  12398 	10020.2758 
  12400 	10020.2579 
  12402 	10020.2628 
  12404 	10020.2678 
  12406 	10020.2781 
  12408 	10020.2699 
  12410 	10020.2598 
  12413 	10020.2697 
  12415 	10020.2705 
  12417 	10020.2689 
  12419 	10020.2678 
  12421 	10020.275 
  12423 	10020.2782 
  12425 	10020.2664 
  12428 	10020.2736 
  12430 	10020.2769 
  12432 	10020.2653 
  12434 	10020.2608 
  12436 	10020.2654 
  12438 	10020.2699 
  12440 	10020.262 
  12442 	10020.2653 
  12444 	10020.2856 
  12447 	10020.2708 
  12449 	10020.2685 
  12451 	10020.2608 
  12453 	10020.2556 
  12455 	10020.2703 
  12457 	10020.2719 
  12459 	10020.2796 
  12461 	10020.2699 
  12464 	10020.2655 
  12466 	10020.2752 
  12468 	10020.281 
  12470 	10020.2634 
  12472 	10020.2677 
  12474 	10020.2759 
  12476 	10020.2749 
  12478 	10020.2747 
  12481 	10020.279 
  12483 	10020.2785 
  12485 	10020.2766 
  12487 	10020.278 
  12489 	10020.2724 
  12491 	10020.2615 
  12493 	10020.2631 
  12496 	10020.2714 
  12498 	10020.2774 
  12500 	10020.2573 
  12502 	10020.2557 
  12504 	10020.2536 
  12506 	10020.2797 
  12508 	10020.2643 
  12510 	10020.2781 
  12512 	10020.2768 
  12515 	10020.2583 
  12517 	10020.2604 
  12519 	10020.2627 
  12521 	10020.2643 
  12523 	10020.2652 
  12525 	10020.2691 
  12527 	10020.2647 
  12530 	10020.2522 
  12532 	10020.2708 
  12534 	10020.2583 
  12536 	10020.2689 
  12538 	10020.2771 
  12540 	10020.2638 
  12542 	10020.2602 
  12544 	10020.2702 
  12547 	 10020.27 
  12549 	10020.2673 
  12551 	10020.261 
  12553 	10020.266 
  12555 	10020.2555 
  12557 	10020.2624 
  12559 	10020.2744 
  12561 	10020.2754 
  12563 	10020.2557 
  12566 	10020.2591 
  12568 	10020.2676 
  12570 	10020.2695 
  12572 	10020.2641 
  12574 	10020.2657 
  12576 	10020.2671 
  12578 	10020.2734 
  12581 	10020.2493 
  12583 	10020.2676 
  12585 	10020.2609 
  12587 	10020.2643 
  12589 	10020.2532 
  12591 	10020.2679 
  12593 	10020.2537 
  12595 	10020.2588 
  12598 	10020.2674 
  12600 	10020.2678 
  12602 	10020.2635 
  12604 	10020.2674 
  12606 	10020.2617 
  12608 	10020.2595 
  12610 	10020.2671 
  12612 	10020.2642 
  12615 	10020.2588 
  12617 	10020.2705 
  12619 	10020.2453 
  12621 	10020.2667 
  12623 	10020.2645 
  12625 	10020.2735 
  12627 	10020.2594 
  12629 	10020.2647 
  12632 	10020.2571 
  12634 	10020.2673 
  12636 	10020.2724 
  12638 	10020.2691 
  12640 	10020.2626 
  12642 	10020.2634 
  12644 	10020.2647 
  12646 	10020.2747 
  12649 	10020.2695 
  12651 	10020.2679 
  12653 	10020.2679 
  12655 	10020.2611 
  12657 	10020.2591 
  12659 	10020.2753 
  12661 	 10020.26 
  12663 	10020.282 
  12666 	10020.2774 
  12668 	10020.2646 
  12670 	10020.2653 
  12672 	10020.2759 
  12674 	10020.2787 
  12676 	10020.2715 
  12678 	10020.2693 
  12680 	10020.2684 
  12683 	10020.2804 
  12685 	10020.2703 
  12687 	10020.266 
  12689 	10020.2668 
  12691 	10020.2698 
  12693 	10020.2679 
  12695 	10020.2655 
  12697 	10020.2744 
  12700 	10020.2776 
  12702 	10020.2715 
  12704 	10020.2688 
  12706 	10020.2808 
  12708 	10020.266 
  12710 	10020.2662 
  12712 	10020.2716 
  12714 	10020.2742 
  12717 	10020.2685 
  12719 	10020.2657 
  12721 	10020.2725 
  12723 	10020.2693 
  12725 	10020.2724 
  12727 	10020.2756 
  12729 	10020.288 
  12731 	10020.2767 
  12734 	10020.2668 
  12736 	10020.2723 
  12738 	10020.2746 
  12740 	10020.2659 
  12742 	10020.261 
  12744 	10020.2809 
  12746 	10020.2761 
  12748 	10020.2654 
  12751 	10020.2689 
  12753 	10020.272 
  12755 	10020.277 
  12757 	10020.2786 
  12759 	10020.2743 
  12761 	10020.2728 
  12763 	10020.2727 
  12765 	10020.2772 
  12768 	10020.2725 
  12770 	10020.2829 
  12772 	10020.2706 
  12774 	10020.2543 
  12776 	10020.2711 
  12778 	10020.2669 
  12780 	10020.2598 
  12783 	10020.2544 
  12785 	10020.2671 
  12787 	10020.265 
  12789 	10020.2598 
  12791 	10020.2639 
  12793 	10020.2644 
  12795 	10020.2635 
  12797 	10020.2718 
  12799 	10020.2671 
  12802 	10020.2586 
  12804 	10020.2665 
  12806 	10020.2778 
  12808 	10020.2673 
  12810 	10020.2628 
  12812 	10020.2589 
  12814 	10020.2595 
  12816 	10020.2663 
  12819 	10020.2545 
  12821 	10020.2699 
  12823 	10020.2695 
  12825 	10020.2663 
  12827 	10020.2647 
  12829 	10020.281 
  12831 	10020.267 
  12834 	10020.2624 
  12836 	10020.2629 
  12838 	10020.2581 
  12840 	10020.2662 
  12842 	10020.2769 
  12844 	10020.2875 
  12846 	10020.2471 
  12848 	10020.2599 
  12851 	10020.2683 
  12853 	10020.2716 
  12855 	10020.2745 
  12857 	10020.2538 
  12859 	10020.2643 
  12861 	10020.2651 
  12863 	10020.2564 
  12865 	10020.2761 
  12867 	10020.2665 
  12870 	10020.2709 
  12872 	10020.2594 
  12874 	10020.2806 
  12876 	10020.2777 
  12878 	10020.2628 
  12880 	10020.2782 
  12882 	10020.2814 
  12885 	10020.2719 
  12887 	10020.263 
  12889 	10020.2514 
  12891 	10020.2509 
  12893 	10020.2862 
  12895 	10020.2832 
  12897 	10020.2566 
  12899 	10020.269 
  12902 	10020.2802 
  12904 	10020.276 
  12906 	10020.2575 
  12908 	10020.272 
  12910 	10020.2677 
  12912 	10020.2804 
  12914 	10020.2584 
  12916 	10020.2711 
  12919 	10020.2634 
  12921 	10020.2752 
  12923 	10020.2679 
  12925 	10020.2728 
  12927 	10020.2705 
  12929 	10020.2559 
  12931 	10020.2696 
  12933 	10020.2623 
  12936 	10020.2728 
  12938 	10020.2717 
  12940 	10020.2668 
  12942 	10020.2728 
  12944 	10020.2692 
  12946 	10020.2804 
  12948 	10020.2795 
  12950 	10020.2527 
  12952 	10020.2831 
  12955 	10020.2684 
  12957 	10020.2652 
  12959 	10020.2613 
  12961 	10020.2719 
  12963 	10020.287 
  12965 	10020.2737 
  12967 	10020.2698 
  12970 	10020.2611 
  12972 	10020.2685 
  12974 	10020.2788 
  12976 	10020.2737 
  12978 	10020.2574 
  12980 	10020.2745 
  12982 	10020.2852 
  12984 	10020.2807 
  12987 	10020.2678 
  12989 	10020.2714 
  12991 	10020.2678 
  12993 	10020.2805 
  12995 	10020.2825 
  12997 	10020.2794 
  12999 	10020.2734 
  13001 	10020.2843 
  13004 	10020.2745 
  13006 	10020.2734 
  13008 	10020.2797 
  13010 	10020.2866 
  13012 	10020.2755 
  13014 	10020.2685 
  13016 	10020.277 
  13018 	10020.2857 
  13021 	10020.2868 
  13023 	10020.2785 
  13025 	10020.2792 
  13027 	10020.2855 
  13029 	10020.2793 
  13031 	10020.2805 
  13033 	10020.2761 
  13035 	10020.2718 
  13038 	10020.2882 
  13040 	10020.2813 
  13042 	10020.2712 
  13044 	10020.2713 
  13046 	10020.2788 
  13048 	10020.2791 
  13050 	10020.2786 
  13052 	10020.2812 
  13055 	10020.2852 
  13057 	10020.2774 
  13059 	10020.287 
  13061 	10020.2873 
  13063 	10020.2838 
  13065 	10020.2839 
  13067 	10020.2872 
  13069 	10020.2874 
  13072 	10020.2802 
  13074 	10020.2789 
  13076 	10020.2935 
  13078 	10020.2749 
  13080 	10020.2812 
  13082 	10020.2865 
  13084 	10020.2894 
  13086 	10020.2778 
  13089 	10020.2777 
  13091 	10020.2791 
  13093 	10020.2814 
  13095 	10020.2677 
  13097 	10020.2805 
  13099 	10020.2806 
  13101 	10020.2807 
  13103 	10020.2743 
  13106 	10020.274 
  13108 	10020.2886 
  13110 	10020.2784 
  13112 	10020.2705 
  13114 	10020.277 
  13116 	10020.2863 
  13118 	10020.2788 
  13120 	10020.2781 
  13123 	10020.2787 
  13125 	10020.2797 
  13127 	10020.2745 
  13129 	10020.2863 
  13131 	10020.278 
  13133 	10020.2731 
  13135 	10020.2792 
  13137 	10020.2787 
  13140 	10020.2698 
  13142 	10020.2763 
  13144 	10020.2854 
  13146 	10020.2835 
  13148 	10020.2772 
  13150 	10020.2828 
  13152 	10020.2764 
  13154 	10020.2765 
  13157 	10020.2779 
  13159 	10020.2764 
  13161 	10020.2718 
  13163 	10020.2722 
  13165 	10020.2749 
  13167 	10020.2732 
  13169 	10020.2852 
  13172 	10020.2827 
  13174 	10020.2742 
  13176 	10020.2788 
  13178 	10020.2791 
  13180 	10020.2718 
  13182 	10020.2889 
  13184 	10020.2723 
  13186 	10020.2809 
  13188 	10020.2764 
  13191 	10020.2649 
  13193 	10020.282 
  13195 	10020.2731 
  13197 	10020.2693 
  13199 	10020.2835 
  13201 	10020.2762 
  13203 	10020.285 
  13206 	10020.2843 
  13208 	10020.2698 
  13210 	10020.283 
  13212 	10020.2843 
  13214 	10020.2656 
  13216 	10020.2738 
  13218 	10020.2829 
  13220 	10020.2826 
  13222 	10020.2601 
  13225 	10020.2733 
  13227 	10020.2865 
  13229 	10020.2663 
  13231 	10020.2739 
  13233 	10020.2778 
  13235 	10020.2599 
  13237 	10020.2783 
  13240 	10020.2782 
  13242 	10020.2692 
  13244 	10020.2718 
  13246 	10020.2856 
  13248 	10020.2845 
  13250 	10020.2842 
  13252 	10020.2692 
  13254 	10020.2916 
  13256 	10020.2695 
  13259 	10020.2795 
  13261 	10020.2816 
  13263 	10020.2821 
  13265 	10020.2899 
  13267 	10020.2805 
  13269 	10020.2797 
  13271 	10020.2814 
  13274 	10020.2671 
  13276 	10020.2697 
  13278 	10020.2885 
  13280 	10020.2863 
  13282 	10020.2716 
  13284 	10020.2698 
  13286 	10020.2867 
  13288 	10020.2853 
  13291 	10020.2577 
  13293 	10020.2981 
  13295 	10020.2684 
  13297 	10020.2728 
  13299 	10020.2854 
  13301 	10020.2646 
  13303 	10020.2791 
  13305 	10020.274 
  13308 	10020.2628 
  13310 	10020.277 
  13312 	10020.2708 
  13314 	10020.2717 
  13316 	10020.2821 
  13318 	10020.2704 
  13320 	10020.2877 
  13322 	10020.2896 
  13325 	10020.2736 
  13327 	10020.2634 
  13329 	10020.2822 
  13331 	10020.2795 
  13333 	10020.2821 
  13335 	10020.2892 
  13337 	10020.2772 
  13339 	10020.2741 
  13342 	10020.2826 
  13344 	10020.2896 
  13346 	10020.2687 
  13348 	10020.2803 
  13350 	10020.2817 
  13352 	10020.2535 
